Rodovia;Tipo de Rodovia;Orientação;Origem;Municipio;Regional (CGR);Sede Coordenadoria Geral Regional;Km Inicial;Km Final;Extensão;Descrição Inicial;Descrição Final;Jurisdição;Administrador;Conservador;TipoPista;Sobreposição;Subposição;Perímetro Urbano;Data de Início do Contrato;Data de  Fim do Contrato;Estadual Coincidente;Denominação;Legislação;TPUso;Transf. Municipio;Subtrecho
SP 065;Eixo;Transversal;Estadual;Valinhos;CGR01;Campinas;122,000;125,200;3,200;Acesso Valinhos;Divisa Municipal Valinhos / Campinas;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;Dom Pedro I;Dec.S/N.O de 19/06/72; ; ;065SPE9206
SPA 082/330;Acesso;Sem Informação;Estadual;Valinhos;CGR01;Campinas;0,000;3,700;3,700;SP 330;Valinhos Perímetro Urbano;Estadual;DER;01.02;DUP; ; ;Sim; ; ;Nã;Comendador Guilherme Mamprim;Lei 9.846 de 19/11/97; ; ;330SPA6577
SPA 082/330;Acesso;Sem Informação;Estadual;Valinhos;CGR01;Campinas;3,700;4,600;0,900;Valinhos Perímetro Urbano; Valinhos Perímetro Urbano;Estadual;DER;01.02;PAV; ; ;Sim; ; ;Nã;Comendador Guilherme Mamprim;Lei 9.846 de 19/11/97; ; ;330SPA6046
SPA 082/330;Acesso;Sem Informação;Estadual;Valinhos;CGR01;Campinas;4,600;7,100;2,500; Valinhos Perímetro Urbano;Rua Parana;Estadual;Prefeitura;Prefeitura;PAV; ; ;Sim; ; ;Nã;Comendador Guilherme Mamprim;Lei 9.846 de 19/11/97; ; ;330SPA3815
SPA 082/330;Acesso;Sem Informação;Estadual;Valinhos;CGR01;Campinas;7,100;9,200;2,100;Rua Parana; Fonte Sonia;Estadual;Prefeitura;Prefeitura;PAV; ; ;Sim; ; ;Nã;Comendador Guilherme Mamprim;Lei 9.846 de 19/11/97; ; ;330SPA7163
SP 091;Eixo;Transversal;Estadual;Valinhos;CGR01;Campinas;89,400;90,836;1,436;Valinhos Perímetro Urbano (B);Entroncamento SP 083 (km 8);Estadual;DER;01.01;DUP; ; ;Não; ; ;Nã;Francisco Von Zuben;Lei 3.125 de 26/11/81; ; ;091SPE9566
SP 091;Eixo;Transversal;Estadual;Valinhos;CGR01;Campinas;90,836;91,500;0,664;Entroncamento SP 083 (km 8);Divisa Municipal Valinhos / Campinas;Estadual;DER;01.01;DUP; ; ;Não; ; ;Nã;Francisco Von Zuben;Lei 3.125 de 26/11/81; ; ;091SPE7591
SP 083;Eixo;Transversal;Estadual;Valinhos;CGR01;Campinas;6,300;8,500;2,200;Divisa Municipal Campinas / Valinhos;Entroncamento SP 091 (km 90);Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;José Roberto Magalhães Teixeira;Lei 9.672 de 14/05/97; ; ;083SPE9697
SP 083;Eixo;Transversal;Estadual;Valinhos;CGR01;Campinas;8,500;10,750;2,250;Entroncamento SP 091 (km 90);Entroncamento SP 332 (km 97 );Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;José Roberto Magalhães Teixeira;Lei 9.672 de 14/05/97; ; ;083SPE4468
SP 083;Eixo;Transversal;Estadual;Valinhos;CGR01;Campinas;10,750;12,300;1,550;Entroncamento SP 332 (km 97 );Entroncamento SP 330;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;José Roberto Magalhães Teixeira;Lei 9.672 de 14/05/97; ; ;083SPE5076
SP 330;Eixo;Radial;Estadual;Valinhos;CGR01;Campinas;80,260;82,330;2,070;Divisa Municipal Vinhedo / Valinhos;Acesso Valinhos;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;Anhanguera, Via;Men. Dec.11.089, 15/05/40; ; ;330SPE4368
SP 330;Eixo;Radial;Estadual;Valinhos;CGR01;Campinas;82,330;85,958;3,628;Acesso Valinhos;Entroncamento SP 083 (km 12);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;Anhanguera, Via;Men. Dec.11.089, 15/05/40; ; ;330SPE0060
SP 330;Eixo;Radial;Estadual;Valinhos;CGR01;Campinas;85,958;86,100;0,142;Entroncamento SP 083 (km 12);Divisa Municipal Valinhos / Campinas;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;Anhanguera, Via;Men. Dec.11.089, 15/05/40; ; ;330SPE9310
SP 332;Eixo;Radial;Estadual;Valinhos;CGR01;Campinas;90,500;93,300;2,800;Divisa Municipal Vinhedo / Valinhos;Entroncamento SPA 082/332 (km 2,600);Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Visconte de Porto Seguro; ; ; ;332SPE3140
SP 332;Eixo;Radial;Estadual;Valinhos;CGR01;Campinas;93,300;97,365;4,065;Entroncamento SPA 082/332 (km 2,600);Entroncamento SP 083 (km 10);Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Visconte de Porto Seguro; ; ; ;332SPE7747
SP 332;Eixo;Radial;Estadual;Valinhos;CGR01;Campinas;97,365;98,500;1,135;Entroncamento SP 083 (km 10,750);Divisa Municipal Valinhos / Campinas;Estadual;DER;01.01;PAV; ; ;Não; ; ;Nã;Visconte de Porto Seguro; ; ; ;332SPE1506
SPA 122/065;Acesso;Sem Informação;Estadual;Valinhos;CGR01;Campinas;0,000;4,250;4,250;SP 065;Valinhos Perímetro Urbano (A);Estadual;Concessionária;Rota das Bandeiras;PAV; ; ;Não;03 04 2009;03 04 2039;Nã; ; ; ; ;065SPA0994
SPA 122/065;Acesso;Sem Informação;Estadual;Valinhos;CGR01;Campinas;4,250;4,500;0,250;Valinhos Perímetro Urbano (A);Valinhos Perímetro Urbano (B);Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã; ; ; ; ;065SPA8111
SP 354;Eixo;Radial;Estadual;Campo Limpo Paulista;CGR01;Campinas;49,800;56,100;6,300;Divisa Municipal Franco da Rocha / Campo Limpo Paulista;Campo Limpo Paulista Perímetro Urbano (A);Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE0548
SP 354;Eixo;Radial;Estadual;Campo Limpo Paulista;CGR01;Campinas;56,100;56,770;0,670;Campo Limpo Paulista Perímetro Urbano (A);Campo Limpo Paulista Perímetro Urbano (B) / Início do Viaduto;Estadual;DER;01.02;DUP; ; ;Sim; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE1697
SP 354;Eixo;Radial;Estadual;Campo Limpo Paulista;CGR01;Campinas;56,770;58,100;1,330;Campo Limpo Paulista Perímetro Urbano (B) / Início do Viaduto;Final do Viaduto;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE5105
SP 354;Eixo;Radial;Estadual;Campo Limpo Paulista;CGR01;Campinas;58,100;61,320;3,220;Final do Viaduto;Divisa Municipal Campo Limpo Paulista / Jarinu;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE6869
SP 063;Eixo;Transversal;Estadual;Louveira;CGR01;Campinas;0,000;2,000;2,000;Entroncamento SP 330 (km 71) (Louveira);Entroncamento SP 332 (km 77) / Louveira Perímetro Urbano;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;Romildo Prado;Lei 3.933 de 02/12/83; ; ;063SPE6176
SP 063;Eixo;Transversal;Estadual;Louveira;CGR01;Campinas;2,000;2,200;0,200;Entroncamento SP 332 (km 77) / Louveira Perímetro Urbano;Final do trecho duplicado;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;Romildo Prado;Lei 3.933 de 02/12/83; ; ;063SPE3906
SP 063;Eixo;Transversal;Estadual;Louveira;CGR01;Campinas;2,200;9,110;6,910;Final do trecho duplicado;Divisa municipal Louveira/Itatiba;Estadual;Concessionária;Rota das Bandeiras;PAV; ; ;Não;03 04 2009;03 04 2039;Nã;Romildo Prado;Lei 3.933 de 02/12/83; ; ;063SPE9980
SP 348;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;69,200;69,830;0,630;Divisa Municipal Jundiaí / Louveira;Divisa Municipal Louveira / Vinhedo;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2037;Nã;Rodovia dos Bandeirantes - Governador Paulo Egydio Martins;Lei nº 18.307 de 31/10/2025; ; ;348SPE4433
SP 330;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;69,680;71,250;1,570;Divisa Municipal Jundiaí / Louveira;Acesso Louveira;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;Anhanguera, Via;Men. Dec.11.089, 15/05/40; ; ;330SPE8144
SP 330;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;71,250;73,630;2,380;Acesso Louveira;Divisa Municipal Louveira / Vinhedo;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;Anhanguera, Via;Men. Dec.11.089, 15/05/40; ; ;330SPE0205
SP 332;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;75,010;77,200;2,190;Divisa Municipal Jundiaí / Louveira;Louveira Perímetro Urbano (A);Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87; ; ;332SPE8898
SP 332;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;77,200;77,600;0,400;Louveira Perímetro Urbano (A);Entroncamento SP 063 (km 02);Estadual;DER;Prefeitura;PAV; ; ;Sim; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87;TPUso 0007/1998; ;332SPE0616
SP 332;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;77,600;78,100;0,500;Entroncamento SP 063 (km 02);Louveira Perímetro Urbano (B);Estadual;Prefeitura;Prefeitura;PAV; ; ;Sim; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87;TPUso 0007/1998; ;332SPE3665
SP 332;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;78,100;79,515;1,415;Louveira Perímetro Urbano (B);Fim Trecho Prefeitura;Estadual;Prefeitura;Prefeitura;PAV; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87;TPUso 0007/1998; ;332SPE9371
SP 332;Eixo;Radial;Estadual;Louveira;CGR01;Campinas;79,515;80,886;1,371;Fim Trecho Prefeitura;Divisa Municipal Louveira / Vinhedo;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87; ; ;332SPE8772
SP 354;Eixo;Radial;Estadual;Jarinu;CGR01;Campinas;61,320;70,430;9,110;Divisa Municipal Campo Limpo Paulista / Jarinu;Acesso Jarinu / Início pista dupla;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE7036
SP 354;Eixo;Radial;Estadual;Jarinu;CGR01;Campinas;70,430;72,030;1,600;Acesso Jarinu / Início pista dupla;Final do trecho pista dupla;Estadual;DER;01.02;DUP; ; ;Não; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE1521
SP 354;Eixo;Radial;Estadual;Jarinu;CGR01;Campinas;72,030;77,496;5,466;Final do trecho pista dupla;Divisa Municipal Jarinu / Atibaia-Divisa RC 1.2 com RC 1.3;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Edgard Máximo Zambotto;Lei 11.108 de 09/04/2002; ; ;354SPE2194
SPA 070/354;Acesso;Sem Informação;Estadual;Jarinu;CGR01;Campinas;0,000;0,940;0,940;SP 354;Final da Pista Dupla;Estadual;Prefeitura;Prefeitura;DUP; ; ;Não; ; ;Nã; ; ; ; ;354SPA8725
SPA 070/354;Acesso;Sem Informação;Estadual;Jarinu;CGR01;Campinas;0,940;1,090;0,150;Final da Pista Dupla;Jarinu;Estadual;Prefeitura;Prefeitura;PAV; ; ;Não; ; ;Nã; ; ; ; ;354SPA6455
SP 065;Eixo;Transversal;Estadual;Jarinu;CGR01;Campinas;88,150;93,300;5,150;Divisa Municipal Atibaia / Jarinú;Divisa Municipal Jarinú / Itatiba;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;Dom Pedro I;Dec.S/N.O de 19/06/72; ; ;065SPE7111
SP 300;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;62,000;64,254;2,254;Entroncamento SP 330 (km 61) (Jundiaí);Entroncamento SP 348 (km 60);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2037;Nã;Gabriel Paulino Bueno Couto, Dom;Lei 3.696 de 29/12/82; ; ;300SPE0290
SP 300;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;64,254;64,600;0,346;Entroncamento SP 348 (km 60);Divisa Autoban / Colinas;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2037;Nã;Gabriel Paulino Bueno Couto, Dom;Lei 3.696 de 29/12/82; ; ;300SPE9302
SP 300;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;64,600;67,100;2,500;Divisa Autoban / Colinas;Acesso Itupeva;Estadual;Concessionária;Colinas;DUP; ; ;Não;03 03 2000;01 07 2028;Nã;Gabriel Paulino Bueno Couto, Dom;Lei 3.696 de 29/12/82; ; ;300SPE6601
SP 300;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;67,100;74,560;7,460;Acesso Itupeva;Divisa Municipal Jundiaí / Itupeva;Estadual;Concessionária;Colinas;DUP; ; ;Não;03 03 2000;01 07 2028;Nã;Gabriel Paulino Bueno Couto, Dom;Lei 3.696 de 29/12/82; ; ;300SPE4578
SP 330;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;46,980;49,260;2,280;Divisa Municipal Cajamar / Jundiaí;Entroncamento SP 348 (km 47);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;"""Comunicador Silvio Santos""";Lei N°18.359,  15/12/2025; ; ;330SPE6999
SP 330;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;49,260;53,310;4,050;Entroncamento SP 348 (km 47);Acesso Jundiaí (I) / Várzea Paulista;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;"""Comunicador Silvio Santos""";Lei N°18.359,  15/12/2025; ; ;330SPE9778
SP 330;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;53,310;58,640;5,330;Acesso Jundiaí (I) / Várzea Paulista;Acesso Jundiaí (II);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;"""Comunicador Silvio Santos""";Lei N°18.359, 15/12/2025; ; ;330SPE0385
SP 330;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;58,640;61,510;2,870;Acesso Jundiaí (II);Entroncamento SP 360 (km 61) / SP 300 (km 61);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;"""Comunicador Silvio Santos""";Lei N°18.359,  15/12/2025; ; ;330SPE1200
SP 330;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;61,510;69,680;8,170;Entroncamento SP 360 (km 61) / SP 300 (km 61);Divisa Municipal Jundiaí / Louveira;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2026;Sim;"""Comunicador Silvio Santos""";Lei N°18.359,  15/12/2025; ; ;330SPE2728
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;49,750;53,500;3,750;Divisa Municipal Franco da Rocha / Jundiaí;Acesso Várzea Paulista;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Presidente Tancredo de Almeida Neves;Lei 11.581 de 02/12/2003; ; ;332SPE6947
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;53,500;61,000;7,500;Acesso Várzea Paulista;Jundiaí Perímetro Urbano (A);Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Presidente Tancredo de Almeida Neves;Lei 11.581 de 02/12/2003; ; ;332SPE2718
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;61,000;65,800;4,800;Jundiaí Perímetro Urbano (A);Jundiaí Perímetro Urbano (B);Estadual;DER;01.02;PAV; ; ;Sim; ; ;Nã; ; ; ; ;332SPE6405
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;65,800;67,570;1,770;Jundiaí Perímetro Urbano (B);Entroncamento SP 360 (km 63);Estadual;DER;01.02;DUP; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87; ; ;332SPE6382
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;67,570;71,000;3,430;Entroncamento SP 360 (km 63);Fim Trecho Prefeitura;Estadual;DER;01.02;DUP; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87; ; ;332SPE1016
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;71,000;72,700;1,700;Fim Trecho Prefeitura;Fim Trecho duplicado;Estadual;DER;01.02;DUP; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87; ; ;332SPE8434
SP 332;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;72,700;75,010;2,310;Fim Trecho duplicado;Divisa Municipal Jundiaí / Louveira;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Geraldo Dias, Vereador;Lei 5.866 de 28/10/87; ; ;332SPE5253
SP 360;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;61,900;63,750;1,850;Entroncamento SP 330 (km 61) (Jundiaí);Entroncamento SP 332 (km 67);Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;João Cereser;Lei 7.632 de 10/12/91; ; ;360SPE3768
SP 360;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;63,750;66,720;2,970;Entroncamento SP 332 (km 67);Entroncamento SPA 067/360 (km Zero);Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;João Cereser;Lei 7.632 de 10/12/91; ; ;360SPE6172
SP 360;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;66,720;74,410;7,690;Entroncamento SPA 067/360 (km Zero);Divisa Municipal Jundiaí / Itatiba;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;João Cereser;Lei 7.632 de 10/12/91; ; ;360SPE5966
SP 348;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;44,378;47,780;3,402;Divisa Municipal Cajamar / Jundiaí;Entroncamento SP 330 (km 49);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2037;Nã;Rodovia dos Bandeirantes - Governador Paulo Egydio Martins;Lei nº 18.307 de 31/10/2025; ; ;348SPE3648
SP 348;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;47,780;60,420;12,640;Entroncamento SP 330 (km 49);Entroncamento SP 300 (km 64);Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2037;Nã;Rodovia dos Bandeirantes - Governador Paulo Egydio Martins;Lei nº 18.307 de 31/10/2025; ; ;348SPE9907
SP 348;Eixo;Radial;Estadual;Jundiaí;CGR01;Campinas;60,420;69,200;8,780;Entroncamento SP 300 (km 64);Divisa Municipal Jundiaí / Louveira;Estadual;Concessionária;Autoban;DUP; ; ;Não;01 05 1998;31 12 2037;Nã;Rodovia dos Bandeirantes - Governador Paulo Egydio Martins;Lei nº 18.307 de 31/10/2025; ; ;348SPE6021
SPA 067/360;Acesso;Sem Informação;Estadual;Jundiaí;CGR01;Campinas;0,000;2,400;2,400;SP 360;Jundiaí;Estadual;Concessionária;Rota das Bandeiras;PAV; ; ;Não;03 04 2009;03 04 2039;Nã; ; ; ; ;360SPA5408
SPA 053/332;Acesso;Sem Informação;Estadual;Jundiaí;CGR01;Campinas;0,000;0,705;0,705;SP 332;Divisa Municipal Jundiai / Várzea Paulista;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Adail Eduardo Gut;Lei 11.626 de 01/07/2004; ; ;332SPA8331
SPA 066/300;Acesso;Sem Informação;Estadual;Jundiaí;CGR01;Campinas;0,000;5,953;5,953;SP 300;Divisa Municipal Jundiaí / Itupeva;Estadual;DER;01.02;DUP; ; ;Não; ; ;Nã;Vice - Prefeito Hermenegildo Tonoli;Lei 4.146 de 10/07/84; ; ;300SPA5436
SP 360;Eixo;Radial;Estadual;Morungaba;CGR01;Campinas;98,760;104,000;5,240;Divisa Municipal Itatiba / Morungaba;Morungaba Perímetro Urbano (A);Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Constancio Cintra, Engenheiro;Lei 2.008 de 21/06/79; ; ;360SPE7804
SP 360;Eixo;Radial;Estadual;Morungaba;CGR01;Campinas;104,000;106,000;2,000;Morungaba Perímetro Urbano (A);Morungaba Perímetro Urbano (B);Estadual;DER;Prefeitura;PAV; ; ;Sim; ; ;Nã;Constancio Cintra, Engenheiro;Lei 2.008 de 21/06/79; ; ;360SPE1349
SP 360;Eixo;Radial;Estadual;Morungaba;CGR01;Campinas;106,000;108,100;2,100;Morungaba Perímetro Urbano (B);Divisa Municipal Morungaba / Amparo-Divisa RC 1.4 com RC 1.2;Estadual;DER;01.02;PAV; ; ;Não; ; ;Nã;Constancio Cintra, Engenheiro;Lei 2.008 de 21/06/79; ; ;360SPE3352
SPI 081/360;Interligação;Sem Informação;Estadual;Itatiba;CGR01;Campinas;0,000;8,540;8,540;SP 360;SP 063;Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;23 04 2039;Nã; ; ; ; ;360SPI5064
SP 360;Eixo;Radial;Estadual;Itatiba;CGR01;Campinas;74,410;81,220;6,810;Divisa Municipal Jundiaí / Itatiba;Entroncamento SP 063 (km 15) (A);Estadual;Concessionária;Rota das Bandeiras;DUP; ; ;Não;03 04 2009;03 04 2039;Nã;Constancio Cintra, Engenheiro;Lei 2.008 de 21/06/79; ; ;360SPE3401
SP 304;Eixo;Radial;Estadual;Jaú;CGR03;Bauru;302,900;316,780;13,880;Entroncamento SP 255 (km 147) (B) / SP 225 (km 177) (B);Divisa Municipal Jaú / Bariri;Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã;Leonidas Pacheco Ferreira, Deputado;Lei 2.799 de 15/04/81; ; ;304SPE8359
SPA 127/261;Acesso;Sem Informação;Estadual;Macatuba;CGR03;Bauru;0,000;0,120;0,120;SP 261;Macatuba;Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã; ; ; ; ;261SPA2716
SP 261;Eixo;Transversal;Estadual;Macatuba;CGR03;Bauru;118,250;124,680;6,430;Divisa Municipal Lençois Paulista / Macatuba;Acesso Macatuba (I);Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã;Osni Mateus;Lei 3.754 de 23/06/83; ; ;261SPE1202
SP 261;Eixo;Transversal;Estadual;Macatuba;CGR03;Bauru;124,680;126,770;2,090;Acesso Macatuba (I);Acesso Macatuba (II);Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã;Osni Mateus;Lei 3.754 de 23/06/83; ; ;261SPE1833
SP 261;Eixo;Transversal;Estadual;Macatuba;CGR03;Bauru;126,770;127,058;0,288;Acesso Macatuba (II);Acesso Macatuba e Usina São José;Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã;Osni Mateus;Lei 3.754 de 23/06/83; ; ;261SPE0935
SP 261;Eixo;Transversal;Estadual;Macatuba;CGR03;Bauru;127,058;128,000;0,942;Acesso Macatuba e Usina São José;Acesso Igaraçu do Tietê pela MTB 350;Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã;Osni Mateus;Lei 3.754 de 23/06/83; ; ;261SPE7863
SP 261;Eixo;Transversal;Estadual;Macatuba;CGR03;Bauru;128,000;136,300;8,300;Acesso Igaraçu do Tietê pela MTB 350;Divisa Municipal Macatuba / Pederneiras;Estadual;DER;03.02;PAV; ; ;Não; ; ;Nã;Osni Mateus;Lei 3.754 de 23/06/83; ; ;261SPE7470
SPA 270/304;Acesso;Sem Informação;Estadual;Dois Córregos;CGR03;Bauru;0,000;1,069;1,069;SP 304;Dois Córregos;Municipal;Prefeitura;Prefeitura;DUP; ; ;Não; ; ;Nã; ; ; ; ;304SPA5969
SPA 160/225;Acesso;Sem Informação;Estadual;Dois Córregos;CGR03;Bauru;0,000;1,900;1,900;SP 225;Guarapuã;Estadual;Concessionária;EIXOSP - PIPA;PAV; ; ;Não;04 06 2020;04 06 2050;Nã; ; ; ; ;225SPA0677
SPA 159/225;Acesso;Sem Informação;Estadual;Dois Córregos;CGR03;Bauru;0,000;10,700;10,700;SP 225;Dois Córregos;Estadual;Concessionária;EIXOSP - PIPA;PAV; ; ;Não;04 06 2020;04 06 2050;Nã;Doutor Fernando de Oliveira Simões;Lei 6.749 de 21/02/90; ; ;225SPA9198
SP 225;Eixo;Transversal;Estadual;Dois Córregos;CGR03;Bauru;153,340;159,910;6,570;Divisa Municipal Brotas / Dois Córregos;Acesso Dois Córregos (Distrito de Guarapuã);Estadual;Concessionária;EIXOSP - PIPA;DUP; ; ;Não;04 06 2020;04 06 2050;Sim;Paulo Nilo Romano, Engenheiro;Lei 3.756 de 23/06/83; ; ;225SPE1483
SP 225;Eixo;Transversal;Estadual;Dois Córregos;CGR03;Bauru;159,910;163,470;3,560;Acesso Dois Córregos (Distrito de Guarapuã);Divisa Municipal Dois Córregos / Jaú;Estadual;Concessionária;EIXOSP - PIPA;DUP; ; ;Não;04 06 2020;04 06 2050;Sim;Paulo Nilo Romano, Engenheiro;Lei 3.756 de 23/06/83; ; ;225SPE8299
SP 304;Eixo;Radial;Estadual;Dois Córregos;CGR03;Bauru;256,760;258,435;1,675;Divisa Municipal Torrinha / Dois Córregos - Div. DR.13/DR.03;Final da Conservação da RC. 13.01;Estadual;Concessionária;EIXOSP - PIPA;PAV; ; ;Não;04 06 2020;04 06 2050;Nã;Deputado Amauri Barroso de Souza;Lei 4.533 de 11/04/85; ; ;304SPE2659
SP 304;Eixo;Radial;Estadual;Dois Córregos;CGR03;Bauru;258,435;270,950;12,515;Final da Conservação da RC. 13.01;Acesso Dois Córregos;Estadual;Concessionária;EIXOSP - PIPA;PAV; ; ;Não;04 06 2020;04 06 2050;Nã;Deputado Amauri Barroso de Souza;Lei 4.533 de 11/04/85; ; ;304SPE8098
SP 304;Eixo;Radial;Estadual;Dois Córregos;CGR03;Bauru;270,950;271,250;0,300;Acesso Dois Córregos;Divisa Municipal Dois Córregos / Mineiros do Tietê;Estadual;Concessionária;EIXOSP - PIPA;PAV; ; ;Não;04 06 2020;04 06 2050;Nã;Deputado Amauri Barroso de Souza;Lei 4.533 de 11/04/85; ; ;304SPE6970
SP 261;Eixo;Transversal;Estadual;Boracéia;CGR03;Bauru;163,410;167,960;4,550;Divisa Municipal Pederneiras / Boraceia;Acesso Boraceia;Estadual;Concessionária;EIXOSP - PIPA;PAV; ; ;Não;04 06 2020;04 06 2050;Nã;Cesar Augusto Sgavioli;Lei 1.853 de 29/11/78; ; ;261SPE7900
