Tipo;Código;Rodovia;Tipo da Rodovia;Km;Faixas;Município;Marca/Modelo;Operadora;Início Operação;Cancelamento;Coordenadas
CEC;CEC250086;SP 266;Eixo;480,55;L-1, O-1;FLORINEA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);26/09/2025;;-22.881603, -50.689843
CEV;CEV250162;SP 266;Eixo;460,146;L-1, O-1;CANDIDO MOTA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);30/09/2025;;-22.841858, -50.511206
CEV;CEV250307;SP 225;Eixo;339,565;N-1, S-1;IPAUSSU;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);30/09/2025;;-23.048400, -49.623570
REV;REV250026;SP 245;Eixo;22,328;L-1, O-1;CERQUEIRA CESAR;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);21/10/2025;;-23.049140, -49.144760
CEV;CEV250167;SP 457;Eixo;93,244;N-1, S-1;BASTOS;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);22/10/2025;;-21.959822, -50.738525
REV;REV250025;SP 225;Eixo;340,786;N-1, S-1;IPAUSSU;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);29/10/2025;;-23.057960, -49.620980
CEV;CEV250168;SP 457;Eixo;96,875;N-1, S-1;BASTOS;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);05/11/2025;;-21.929671, -50.717884
CEC;CEC250082;SP 225;Eixo;326,574;N-1, S-1;SANTA CRUZ DO RIO PARDO;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);02/12/2025;;-22.933790, -49.625650
CEC;CEC250094;SP 349;Eixo;9,873;N-1, N-2;GARCA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);13/01/2026;;-22.234401, -49.644299
CEV;CEV250438;SP 225;Eixo;329,245;N-1, S-1;SANTA CRUZ DO RIO PARDO;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);08/04/2026;;-22.956320, -49.626980
CEC;CEC250074;SP 334;Eixo;449,9;N-1, S-1;PEDREGULHO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);16/09/2025;;-20.171802, -47.464523
CEV;CEV250148;SP 253;Eixo;155,72;L-1, O-1;LUIS ANTONIO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);16/09/2025;;-21.501478, -47.735963
CEC;CEC250134;SP 333;Eixo;45,03;O-1, O-2;SERRANA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);23/09/2025;;-21.207132, -47.661578
CEV;CEV250149;SP 333;Eixo;6;L-1, O-1;CAJURU;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);23/09/2025;;-21.284183, -47.346150
CEV;CEV250152;SP 334;Eixo;442,17;N-1, S-1;PEDREGULHO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);25/09/2025;;-20.220904, -47.468475
CEC;CEC250125;SP 333;Eixo;45,03;L-1, L-2;SERRANA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);07/10/2025;;-21.207247, -47.661580
CEC;CEC250127;SP 351;Eixo;54,97;L-1, O-1;BATATAIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);07/10/2025;;-20.894985, -47.636872
CEV;CEV250288;SP 338;Eixo;300,57;N-1, S-1;CAJURU;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);14/10/2025;;-21.335678, -47.257745
CEV;CEV250341;SP 345;Eixo;99,263;L-1, O-1;IPUA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);14/10/2025;;-20.492060, -47.991591
CEC;CEC250106;SP 345;Eixo;7,03;L-1, L-2, O-1;ITIRAPUA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.621175, -47.177370
CEC;CEC250131;SP 351;Eixo;50;L-1, O-1, O-2;BATATAIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.909261, -47.593168
CEC;CEC250132;SP 351;Eixo;15,2;L-1, O-1, O-2;ALTINOPOLIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-21.029338, -47.298837
CEC;CEC250138;SP 351;Eixo;101,5;L-1, O-1;MORRO AGUDO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.725459, -48.027524
CEV;CEV250146;SP 334;Eixo;418,15;N-1, N-2, S-1, S-2;CRISTAIS PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.380757, -47.444650
CEV;CEV250150;SP 345;Eixo;58;L-1, L-2, O-1;SAO JOSE DA BELA VISTA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.561670, -47.615390
CEV;CEV250257;SP 334;Eixo;410;N-1, N-2;CRISTAIS PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.437003, -47.421734
CEV;CEV250287;SP 334;Eixo;427,31;N-1, S-1;PEDREGULHO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);21/10/2025;;-20.310712, -47.413970
CEC;CEC250126;SP 338;Eixo;293,25;N-1, N-2, S-1;CAJURU;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-21.389649, -47.221255
CEC;CEC250136;SP 253;Eixo;122;L-1, L-2, O-1;SAO SIMAO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-21.493911, -47.529628
CEV;CEV250274;SP 253;Eixo;202;L-1, O-1;PRADOPOLIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-21.327211, -48.121806
CEV;CEV250276;SP 351;Eixo;79,2;L-1, L-2, O-1;SALES OLIVEIRA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-20.762547, -47.820592
CEV;CEV250277;SP 373;Eixo;104,51;L-1, O-1;MORRO AGUDO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-20.715581, -48.054936
CEV;CEV250282;SP 334;Eixo;457,07;N-1, N-2, S-1, S-2;PEDREGULHO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-20.121482, -47.466757
CEV;CEV250286;SP 334;Eixo;407,02;N-1, N-2;FRANCA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-20.462592, -47.415120
CEV;CEV250339;SP 291;Eixo;4,028;N-1, S-1, S-2;RIBEIRAO PRETO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);29/10/2025;;-21.211229, -47.908093
CEC;CEC250073;SP 291;Eixo;23;N-1, S-1, S-2;PRADOPOLIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);05/11/2025;;-21.324008, -48.047519
CEC;CEC250181;SP 253;Eixo;148,038;L-1, O-1;LUIS ANTONIO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);12/11/2025;;-21.548615, -47.694224
CEV;CEV250340;SP 253;Eixo;192,158;L-1, O-1;PRADOPOLIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);12/11/2025;;-21.371852, -48.047905
CEV;CEV250391;SP 351;Eixo;11;L-1, O-1, O-2;ALTINOPOLIS;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);02/12/2025;;-21.025321, -47.256739
CEV;CEV250256;SP 334;Eixo;406,93;S-1, S-2;FRANCA;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);23/12/2025;;-20.463368, -47.415058
CEC;CEC250187;SP 291;Eixo;2,02;N-1, S-1, S-2;RIBEIRAO PRETO;Splice/SPL-MFS1;145/2023 - Lote 08 (Splice);13/01/2026;;-21.205853, -47.894635
CEV;CEV250008;SP 304;Eixo;417,334;L-1, O-1;NOVO HORIZONTE;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);17/07/2025;;-21.480357, -49.228295
CEC;CEC250010;SP 304;Eixo;480,039;L-1, O-1;JOSE BONIFACIO;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/08/2025;;-21.106914, -49.669081
CEC;CEC250014;SP 321;Eixo;473,796;S-1, S-2;ITAJOBI;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/08/2025;;-21.309504, -49.045219
CEC;CEC250017;SP 379;Eixo;10,46;L-1, O-1;IBIRA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/08/2025;;-21.072002, -49.249940
CEC;CEC250022;SP 479;Eixo;24,577;N-1, S-1;AMERICO DE CAMPOS;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/08/2025;;-20.307444, -49.731255
CEV;CEV250022;SP 320;Eixo;498,7;O-1, O-2;COSMORAMA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/08/2025;;-20.490405, -49.793971
CEV;CEV250054;SP 320;Eixo;479,316;L-1, L-2;TANABI;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);08/08/2025;;-20.614543, -49.669098
CEV;CEV250075;SP 310;Eixo;472;N-1, S-1;MONTE APRAZIVEL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);08/08/2025;;-20.761775, -49.694992
CEV;CEV250081;SP 423;Eixo;17,994;L-1, O-1;PALESTINA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);08/08/2025;;-20.392214, -49.443245
CEC;CEC250046;SP 320;Eixo;626,359;O-1, O-2;SANTA FE DO SUL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);17/08/2025;;-20.187107, -50.940300
CEV;CEV250056;SP 320;Eixo;624,013;O-1, O-2;SANTA FE DO SUL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);17/08/2025;;-20.192100, -50.920200
CEV;CEV250055;SP 320;Eixo;556,895;L-1, L-2;FERNANDOPOLIS;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);21/08/2025;;-20.271522, -50.291002
CEV;CEV250057;SP 320;Eixo;625,405;L-1, L-2;SANTA FE DO SUL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);21/08/2025;;-20.188910, -50.932378
CEV;CEV250059;SP 461;Eixo;125,784;N-1, N-2, S-1, S-2;VOTUPORANGA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);24/08/2025;;-20.414773, -49.994771
CEV;CEV250078;SP 320;Eixo;516,411;L-1, L-2, O-1, O-2;VOTUPORANGA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);24/08/2025;;-20.421998, -49.948817
CEV;CEV250087;SP 320;Eixo;578,079;L-1, L-2, O-1, O-2;JALES;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);24/08/2025;;-20.272565, -50.492024
CEV;CEV250080;SP 320;Eixo;628,106;L-1, L-2;SANTA FE DO SUL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);09/09/2025;;-20.170969, -50.949837
CEC;CEC250024;SP 595;Eixo;110,434;N-1, S-1;TRES FRONTEIRAS;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.212759, -50.904539
CEC;CEC250051;SP 377;Eixo;2,64;N-1, S-1;MONTE APRAZIVEL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.736728, -49.698997
CEC;CEC250052;SP 463;Eixo;144,664;N-1, S-1;JALES;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.304811, -50.503767
CEC;CEC250053;SP 425;Eixo;169,5;L-1, O-1, O-2;GUAPIACU;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.770482, -49.215190
CEV;CEV250052;SP 310;Eixo;510,03;N-1, S-1;NHANDEARA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.695699, -50.047754
CEV;CEV250058;SP 425;Eixo;183,815;L-1, L-2, O-1, O-2;SAO JOSE DO RIO PRETO;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.801833, -49.349801
CEV;CEV250076;SP 320;Eixo;462,446;L-1, L-2;BALSAMO;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.739202, -49.572439
CEV;CEV250077;SP 320;Eixo;477,088;L-1, L-2, O-1, O-2;TANABI;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.631270, -49.657249
CEV;CEV250079;SP 320;Eixo;551,894;L-1, L-2, O-1, O-2;FERNANDOPOLIS;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.272807, -50.245100
CEV;CEV250082;SP 461;Eixo;162,5;N-1, S-1;CARDOSO;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.092793, -49.924222
CEV;CEV250086;SP 320;Eixo;582,028;L-1, L-2, O-1, O-2;JALES;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);16/09/2025;;-20.264933, -50.529391
CEC;CEC250045;SP 320;Eixo;522,451;L-1, L-2, O-1, O-2;VOTUPORANGA;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);18/09/2025;;-20.399063, -49.995145
CEV;CEV250267;SPA 473/310;Acesso;3,3;N-1, S-1, S-2;MONTE APRAZIVEL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);23/09/2025;;-20.776836, -49.724224
CEC;CEC250054;SP 543;Eixo;554,073;N-1, S-1;FERNANDOPOLIS;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);01/10/2025;;-20.271319, -50.264394
CEV;CEV250029;SP 425;Eixo;160,949;L-1, O-1;GUAPIACU;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);01/10/2025;;-20.751353, -49.138683
CEC;CEC250047;SP 322;Eixo;601,054;N-1, S-1;CARDOSO;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/10/2025;;-20.102400, -49.908400
CEV;CEV250228;SP 304;Eixo;417,776;L-1, O-1;NOVO HORIZONTE;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);07/10/2025;;-21.477429, -49.231193
CEV;CEV250268;SP 320;Eixo;479,085;O-1, O-2;TANABI;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);21/10/2025;;-20.616365, -49.668198
CEV;CEV250020;SP 310;Eixo;455,8;N-1, S-1, S-2;MIRASSOL;VELSIS/VCAP 01;145/2023 - Lote 09 (Consórcio Conecta SP);25/11/2025;;-20.802763, -49.546792
CEV;CEV250264;SP 023;Eixo;53,132;L-1, O-1;MAIRIPORA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);30/09/2025;;-23.331865, -46.622108
CEV;CEV250342;SP 031;Eixo;44,144;L-1, L-2, O-1;RIBEIRAO PIRES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);17/10/2025;;-23.727927, -46.420793
CEV;CEV250378;SP 234;Eixo;36,7;L-1, L-2, O-1;ITAPECERICA DA SERRA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);21/10/2025;;-23.730080, -46.844841
CEC;CEC250071;SP 312;Eixo;39,4;L-1, L-2, O-1, O-2;SANTANA DE PARNAIBA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);29/10/2025;;-23.453259, -46.914888
CEV;CEV250243;SP 122;Eixo;49,111;N-1, S-1;SANTO ANDRE;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);29/10/2025;;-23.773269, -46.328039
CEV;CEV250377;SP 214;Eixo;31,675;N-1, S-1;ITAPECERICA DA SERRA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);29/10/2025;;-23.745662, -46.792966
CEV;CEV250266;SP 332;Eixo;46,309;N-1, S-1, S-2;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);01/11/2025;;-23.292105, -46.788015
CEV;CEV250364;SP 088;Eixo;135,069;N-1, S-1;PARAIBUNA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);01/11/2025;;-23.518835, -45.544695
REV;REV250059;SP 031;Eixo;64,355;L-1, L-2, O-1, O-2;SUZANO;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);01/11/2025;;-23.602347, -46.309402
REV;REV250061;SP 088;Eixo;81,815;N-1, N-2, S-1, S-2;SALESOPOLIS;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);05/11/2025;;-23.549621, -45.966877
CEC;CEC250130;SP 066;Eixo;82,331;L-1, O-1;JACAREI;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);12/11/2025;;-23.370969, -46.045071
CEV;CEV250142;SP 023;Eixo;37,85;L-1, O-1;FRANCO DA ROCHA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);12/11/2025;;-23.339888, -46.738168
CEV;CEV250372;SPA 042/332;Acesso;1;N-1, S-1;FRANCO DA ROCHA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);12/11/2025;;-23.300632, -46.754953
CEV;CEV250392;SP 008;Eixo;34,29;N-1, S-1;MAIRIPORA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);12/11/2025;;-23.311808, -46.577773
REV;REV250062;SP 102;Eixo;72,4;N-1, S-1;MOGI DAS CRUZES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);12/11/2025;;-23.658537, -46.203061
REV;REV250066;SP 332;Eixo;40,124;N-1, N-2, S-1;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);12/11/2025;;-23.319827, -46.753624
CEV;CEV250355;SP 066;Eixo;90;L-1, O-1;JACAREI;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);19/11/2025;;-23.327093, -45.996487
CEV;CEV250367;SP 274;Eixo;54,8;L-1, O-1;SAO ROQUE;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);19/11/2025;;-23.547070, -47.058667
CEV;CEV250375;SP 088;Eixo;84,677;N-1, S-1;SALESOPOLIS;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);19/11/2025;;-23.541976, -45.940064
CEV;CEV250383;SP 008;Eixo;35,55;N-1, S-1;MAIRIPORA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);19/11/2025;;-23.306734, -46.568349
REV;REV250067;SP 274;Eixo;52,179;L-1, O-1;SAO ROQUE;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);19/11/2025;;-23.540331, -47.032923
REV;REV250068;SP 312;Eixo;34,86;L-1, L-2, O-1, O-2;SANTANA DE PARNAIBA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);19/11/2025;;-23.478777, -46.889581
REV;REV250065;SP 332;Eixo;36,162;N-1, N-2, S-1, S-2;CAIEIRAS;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);25/11/2025;;-23.351369, -46.744379
CEV;CEV250387;SP 031;Eixo;49,042;L-1, O-1, O-2;RIBEIRAO PIRES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);26/11/2025;;-23.703928, -46.382912
CEC;CEC250180;SP 056;Eixo;77,191;L-1, O-1;IGARATA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);02/12/2025;;-23.214226, -46.165982
CEV;CEV250242;SP 039;Eixo;60,416;N-1, S-1;MOGI DAS CRUZES;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);02/12/2025;;-23.671041, -46.227674
CEV;CEV250376;SP 102;Eixo;77,1;N-1, S-1;MOGI DAS CRUZES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.672641, -46.190147
CEV;CEV250385;SP 023;Eixo;48,59;L-1, O-1;MAIRIPORA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.337703, -46.658720
CEV;CEV250386;SP 031;Eixo;48,108;L-1, L-2, O-1;RIBEIRAO PIRES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.709067, -46.390107
CEV;CEV250395;SP 274;Eixo;43,529;L-1, L-2, O-1;ITAPEVI;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.543337, -46.959495
CEV;CEV250400;SPA 052/031;Acesso;1,753;N-1, S-1, S-2;RIBEIRAO PIRES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.687751, -46.386287
REV;REV250058;SP 031;Eixo;58,75;L-1, L-2, O-1, O-2;SUZANO;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.644153, -46.322635
REV;REV250081;SPA 052/031;Acesso;10,511;N-1, S-1;RIBEIRAO PIRES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);02/12/2025;;-23.638222, -46.393309
CEC;CEC250176;SP 088;Eixo;126,676;N-1, S-1;PARAIBUNA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);09/12/2025;;-23.550093, -45.604394
CEC;CEC250188;SP 039;Eixo;51,6;N-1, S-1;MOGI DAS CRUZES;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);09/12/2025;;-23.607644, -46.255205
CEV;CEV250368;SP 312;Eixo;42,25;L-1, L-2, O-1;SANTANA DE PARNAIBA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);09/12/2025;;-23.436331, -46.921955
CEV;CEV250379;SP 312;Eixo;38,15;L-1, L-2;SANTANA DE PARNAIBA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);09/12/2025;;-23.460039, -46.908983
CEV;CEV250399;SP 354;Eixo;43,249;N-1, N-2, S-1, S-2;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);09/12/2025;;-23.312602, -46.817793
REV;REV250039;SP 332;Eixo;40,502;N-1, N-2;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);09/12/2025;;-23.316438, -46.754278
REV;REV250063;SP 274;Eixo;34,764;L-1, O-1;JANDIRA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);09/12/2025;;-23.553034, -46.898344
CEC;CEC250162;SP 214;Eixo;39,577;N-1, S-1;EMBU-GUACU;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);16/12/2025;;-23.798193, -46.817148
CEV;CEV250353;SP 056;Eixo;63,456;L-1, O-1;SANTA ISABEL;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.288568, -46.232340
CEV;CEV250356;SP 122;Eixo;45,02;N-1, S-1;SANTO ANDRE;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.772789, -46.365645
CEV;CEV250369;SP 332;Eixo;28,49;N-1, N-2, S-1;CAIEIRAS;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);16/12/2025;;-23.396891, -46.719769
CEV;CEV250380;SP 312;Eixo;79,85;L-1, O-1;CABREUVA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);16/12/2025;;-23.299292, -47.146027
REC;REC250009;SP 332;Eixo;38,25;N-1, N-2, S-1, S-2;CAIEIRAS;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);16/12/2025;;-23.334211, -46.746560
REC;REC250010;SP 031;Eixo;66,214;L-1, L-2, O-1, O-2;SUZANO;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);16/12/2025;;-23.586988, -46.308174
REC;REC250011;SP 088;Eixo;68,094;N-1, S-1;BIRITIBA-MIRIM;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);16/12/2025;;-23.566221, -46.086182
REV;REV250053;SP 023;Eixo;41,9;L-1, O-1;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.331685, -46.716613
REV;REV250054;SP 023;Eixo;44;L-1, O-1;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.330783, -46.701277
REV;REV250060;SP 039;Eixo;47,5;N-1, S-1;MOGI DAS CRUZES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.572009, -46.255078
REV;REV250064;SPA 058/031;Acesso;5,654;L-1, O-1;SUZANO;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.604318, -46.301764
REV;REV250069;SP 056;Eixo;65,296;L-1, O-1;SANTA ISABEL;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.279428, -46.239359
REV;REV250071;SP 088;Eixo;61,024;N-1, N-2, S-1, S-2;MOGI DAS CRUZES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.559047, -46.144608
REV;REV250073;SP 023;Eixo;41,3;L-1, O-1;FRANCO DA ROCHA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.334684, -46.720504
REV;REV250074;SP 031;Eixo;41,529;L-1, O-1;RIBEIRAO PIRES;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.739892, -46.441460
REV;REV250086;SP 031;Eixo;59,76;L-1, L-2, O-1, O-2;SUZANO;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.633247, -46.324563
REV;REV250092;SP 274;Eixo;37,466;L-1, O-1;ITAPEVI;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);16/12/2025;;-23.549429, -46.920094
CEC;CEC250167;SP 102;Eixo;68,2;N-1, S-1;MOGI DAS CRUZES;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);23/12/2025;;-23.624654, -46.203732
CEC;CEC250177;SP 122;Eixo;40,344;N-1, S-1;RIO GRANDE DA SERRA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);23/12/2025;;-23.753456, -46.397110
CEC;CEC250178;SP 228;Eixo;34,377;L-1, O-1;ITAPECERICA DA SERRA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);23/12/2025;;-23.714837, -46.865814
CEV;CEV250397;SP 312;Eixo;46,658;L-1, O-1;SANTANA DE PARNAIBA;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);23/12/2025;;-23.413214, -46.950475
REC;REC250012;SPA 060/056;Acesso;3,093;N-1, S-1;SANTA ISABEL;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);23/12/2025;;-23.348558, -46.201135
REC;REC250014;SP 354;Eixo;44,5;N-1, N-2, S-1, S-2;FRANCO DA ROCHA;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);23/12/2025;;-23.303061, -46.810768
REV;REV250041;SP 031;Eixo;65,761;L-1, L-2, O-1, O-2;SUZANO;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);23/12/2025;;-23.590485, -46.306660
CEV;CEV250245;SP 148;Eixo;37,522;N-1, S-1;SAO BERNARDO DO CAMPO;FOCALLE/F-LIN;145/2023 - Lote 10 (Splice);06/01/2026;;-23.817648, -46.477346
CEV;CEV250388;SP 066;Eixo;62,7;L-1, O-1;MOGI DAS CRUZES;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);06/01/2026;;-23.468828, -46.113003
REC;REC250005;SP 031;Eixo;53,9;L-1, O-1;RIBEIRAO PIRES;Splice/SPL-MFS1;145/2023 - Lote 10 (Splice);06/01/2026;;-23.677223, -46.351572
