CONCESSIONÁRIA,RODOVIA,KM,SENTIDO,OC,REGIÃO ADMINISTRATIVA,MUNICÍPIO,EVENTO,DATA INICIAL,DATA RECUPERAÇÃO,CONDIÇÃO,LOCAIS INTERDITADOS
L22-ECOVIAS IMIGRANTES,SPA248/055,"7,800",LESTE,222,SANTOS,SANTOS,ALAGAMENTO,2016-11-12 00:00:00,2016-11-12 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L22-ECOVIAS IMIGRANTES,SP150,"50,000",NORTE,232,SANTOS,CUBATAO,QUEDA DE TALUDE,2016-11-12 00:00:00,2016-11-12 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, CANTEIRO LATERAL"
L22-ECOVIAS IMIGRANTES,SP150,"48,000",NORTE,257,SANTOS,CUBATAO,QUEDA DE TALUDE,2016-11-12 00:00:00,2016-11-12 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L22-ECOVIAS IMIGRANTES,SP150,"42,000",NORTE,332,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,QUEDA DE TALUDE,2016-11-12 00:00:00,2016-11-12 00:00:00,COM INTERDIÇÃO,FAIXA 2
L01-AUTOBAN,SP330,"106,000",SUL,588,CAMPINAS,SUMARE,ALAGAMENTO,2016-11-11 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"38,000",SUL,599,REG. METROPOLITANA SÃO PAULO,CAJAMAR,ALAGAMENTO,2016-11-11 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"36,000",NORTE,626,REG. METROPOLITANA SÃO PAULO,CAJAMAR,ALAGAMENTO,2016-11-11 00:00:00,2016-11-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L12-VIAOESTE,SP075,"8,000",NORTE,601,SOROCABA,SOROCABA,EROSÃO,2016-11-11 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"314,720",LESTE,96,MARÍLIA,SANTA CRUZ DO RIO PARDO,EROSÃO,2016-11-11 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"324,500",OESTE,57,BAURU,AGUDOS,EROSÃO,2016-11-11 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"179,100",LESTE,129,SOROCABA,LARANJAL PAULISTA,ALAGAMENTO,2016-11-11 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"59,000",NORTE,295,CAMPINAS,JUNDIAI,EROSÃO,2016-11-10 00:00:00,2016-11-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP326,"305,700",SUL,1247,CENTRAL,MATAO,EROSÃO,2016-11-10 00:00:00,2016-11-10 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L12-VIAOESTE,SP270,"80,400",LESTE,301,SOROCABA,ALUMINIO,QUEDA DE TALUDE,2016-11-10 00:00:00,2016-11-10 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"615,950",OESTE,138,PRESIDENTE PRUDENTE,PRESIDENTE VENCESLAU,EROSÃO,2016-11-10 00:00:00,2016-11-10 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"166,000",LESTE,169,SOROCABA,ITAPETININGA,EROSÃO,2016-11-10 00:00:00,2016-11-10 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"36,000",NORTE,450,REG. METROPOLITANA SÃO PAULO,CAJAMAR,ALAGAMENTO,2016-11-09 00:00:00,2016-11-10 00:00:00,COM INTERDIÇÃO,FAIXA 1
L07-ROTA,SP332,"150,000",NORTE,186,CAMPINAS,ARTUR NOGUEIRA,ALAGAMENTO,2016-11-09 00:00:00,2016-11-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"213,800",OESTE,961,BAURU,PEDERNEIRAS,EROSÃO,2016-11-09 00:00:00,2016-11-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP310,"174,000",SUL,1003,CAMPINAS,RIO CLARO,ALAGAMENTO,2016-11-09 00:00:00,2016-11-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"454,000",SUL,1074,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2016-11-09 00:00:00,2016-11-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"246,100",SUL,1138,CENTRAL,IBATE,ALAGAMENTO,2016-11-09 00:00:00,2016-11-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"289,729",LESTE,1,MARÍLIA,ESPIRITO SANTO DO TURVO,EROSÃO,2016-11-09 00:00:00,2016-11-09 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L20-SPVIAS,SP270,"116,000",LESTE,174,SOROCABA,ARACOIABA DA SERRA,QUEDA DE TALUDE,2016-11-09 00:00:00,2016-11-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"216,000",LESTE,209,SOROCABA,ITATINGA,ALAGAMENTO,2016-11-09 00:00:00,2016-11-10 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"283,500",OESTE,478,SANTOS,SAO VICENTE,ALAGAMENTO,2016-11-09 00:00:00,2016-11-09 00:00:00,COM INTERDIÇÃO,FAIXA 2
L08-CENTROVIAS,SP225,"125,500",LESTE,747,CAMPINAS,BROTAS,EROSÃO,2016-11-08 00:00:00,2016-11-08 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SPA460/300,"5,600",SUL,132,BAURU,PROMISSAO,EROSÃO,2016-11-08 00:00:00,2016-11-08 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L09-TRIÂNGULO,SP326,"340,000",SUL,789,RIBEIRÃO PRETO,JABOTICABAL,EROSÃO,2016-11-07 00:00:00,2016-11-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"59,400",LESTE,483,SOROCABA,SAO ROQUE,QUEDA DE TALUDE,2016-11-07 00:00:00,2016-11-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"109,300",LESTE,759,CENTRAL,DESCALVADO,EROSÃO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP360,"68,200",NORTE,112,CAMPINAS,JUNDIAI,ALAGAMENTO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP333,"118,000",LESTE,717,RIBEIRÃO PRETO,JABOTICABAL,ALAGAMENTO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP333,"112,000",LESTE,725,RIBEIRÃO PRETO,JABOTICABAL,ALAGAMENTO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP326,"339,000",SUL,733,RIBEIRÃO PRETO,JABOTICABAL,ALAGAMENTO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP333,"119,000",OESTE,741,RIBEIRÃO PRETO,JABOTICABAL,ALAGAMENTO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP280,"15,300",LESTE,193,REG. METROPOLITANA SÃO PAULO,OSASCO,ALAGAMENTO,2016-11-06 00:00:00,2016-11-07 00:00:00,COM INTERDIÇÃO,"FAIXA 4, FAIXA 5"
L12-VIAOESTE,SPM280E,"14,500",LESTE,195,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-06 00:00:00,2016-11-07 00:00:00,COM INTERDIÇÃO,FAIXA 1
L12-VIAOESTE,SPM280E,"13,500",LESTE,197,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-06 00:00:00,2016-11-07 00:00:00,COM INTERDIÇÃO,FAIXA 5
L12-VIAOESTE,SP280,"13,500",LESTE,201,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-06 00:00:00,2016-11-06 00:00:00,COM INTERDIÇÃO,FAIXA 3
L12-VIAOESTE,SPM280E,"13,500",LESTE,207,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-06 00:00:00,2016-11-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"502,800",OESTE,68,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2016-11-06 00:00:00,2016-11-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"12,000",SUL,69,REG. METROPOLITANA SÃO PAULO,SAO PAULO,EROSÃO,2016-11-04 00:00:00,2016-11-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L03-TEBE,SP323,"25,000",SUL,23,RIBEIRÃO PRETO,MONTE ALTO,ALAGAMENTO,2016-11-04 00:00:00,2016-11-04 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP270,"540,350",LESTE,191,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2016-11-04 00:00:00,2016-11-04 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"574,200",LESTE,199,PRESIDENTE PRUDENTE,ALVARES MACHADO,EROSÃO,2016-11-04 00:00:00,2016-11-04 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, CANTEIRO LATERAL"
L07-ROTA,SP065,"15,300",NORTE,208,SÃO JOSÉ DOS CAMPOS,JACAREI,EROSÃO,2016-11-03 00:00:00,2016-11-04 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP065,"15,300",NORTE,226,SÃO JOSÉ DOS CAMPOS,JACAREI,EROSÃO,2016-11-03 00:00:00,2016-11-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"118,400",OESTE,61,SOROCABA,BOITUVA,EROSÃO,2016-11-03 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, CANTEIRO LATERAL"
L16-CART,SP270,"597,700",LESTE,58,PRESIDENTE PRUDENTE,SANTO ANASTACIO,EROSÃO,2016-11-03 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"546,800",LESTE,137,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2016-11-03 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L21-TIETÊ,SP101,"53,700",LESTE,51,CAMPINAS,RAFARD,EROSÃO,2016-11-03 00:00:00,2016-11-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"24,500",NORTE,162,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2016-11-03 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,FAIXA 3
L22-ECOVIAS IMIGRANTES,SP055,"270,000",OESTE,193,SANTOS,CUBATAO,ALAGAMENTO,2016-11-03 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L22-ECOVIAS IMIGRANTES,SP055,"263,700",OESTE,303,SANTOS,CUBATAO,ALAGAMENTO,2016-11-03 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,FAIXA 1
L06-INTERVIAS,SP147,"84,500",LESTE,214,CAMPINAS,ENGENHEIRO COELHO,ALAGAMENTO,2016-11-02 00:00:00,2016-11-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L10-AUTOVIAS,SP334,"329,000",SUL,222,RIBEIRÃO PRETO,JARDINOPOLIS,ALAGAMENTO,2016-11-02 00:00:00,2016-11-03 00:00:00,COM INTERDIÇÃO,FAIXA 1
L19-VIARONDON,SP300,"585,000",OESTE,107,ARAÇATUBA,VALPARAISO,ALAGAMENTO,2016-11-02 00:00:00,2016-11-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP308,"157,000",SUL,103,CAMPINAS,PIRACICABA,ALAGAMENTO,2016-11-02 00:00:00,2016-11-02 00:00:00,COM INTERDIÇÃO,FAIXA 2
L21-TIETÊ,SP308,"162,000",NORTE,106,CAMPINAS,PIRACICABA,ALAGAMENTO,2016-11-02 00:00:00,2016-11-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP310,"225,630",SUL,10,CENTRAL,SAO CARLOS,EROSÃO,2016-11-01 00:00:00,2016-11-01 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, CANTEIRO LATERAL"
L08-CENTROVIAS,SP225,"206,950",OESTE,36,BAURU,PEDERNEIRAS,EROSÃO,2016-11-01 00:00:00,2016-11-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"452,600",NORTE,37,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2016-11-01 00:00:00,2016-11-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"640,000",LESTE,33,PRESIDENTE PRUDENTE,CAIUA,EROSÃO,2016-11-01 00:00:00,2016-11-01 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L01-AUTOBAN,SP330,"103,900",SUL,193,CAMPINAS,CAMPINAS,EROSÃO,2016-10-31 00:00:00,2016-10-31 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"203,150",LESTE,3375,BAURU,PEDERNEIRAS,EROSÃO,2016-10-31 00:00:00,2016-10-31 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"164,550",LESTE,3418,BAURU,JAU,EROSÃO,2016-10-31 00:00:00,2016-10-31 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"533,000",OESTE,49,PRESIDENTE PRUDENTE,MARTINOPOLIS,EROSÃO,2016-10-31 00:00:00,2016-10-31 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"411,800",LESTE,43,BAURU,GUARANTA,EROSÃO,2016-10-31 00:00:00,2016-10-31 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L20-SPVIAS,SP270,"154,600",LESTE,40,SOROCABA,ITAPETININGA,EROSÃO,2016-10-31 00:00:00,2016-10-31 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"57,900",NORTE,53,CAMPINAS,RIO DAS PEDRAS,EROSÃO,2016-10-30 00:00:00,2016-10-30 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SP300,"624,500",LESTE,61,ARAÇATUBA,MURUTINGA DO SUL,EROSÃO,2016-10-30 00:00:00,2016-10-30 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"125,100",LESTE,54,SOROCABA,BOITUVA,EROSÃO,2016-10-29 00:00:00,2016-10-29 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SP300,"584,800",LESTE,100,ARAÇATUBA,VALPARAISO,EROSÃO,2016-10-29 00:00:00,2016-10-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"249,000",LESTE,33,SANTOS,SANTOS,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,COM INTERDIÇÃO,FAIXA 2
L22-ECOVIAS IMIGRANTES,SP055,"250,000",LESTE,36,SANTOS,SANTOS,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"250,000",OESTE,51,SANTOS,SANTOS,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"59,000",SUL,66,SANTOS,CUBATAO,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L22-ECOVIAS IMIGRANTES,SP055,"249,000",LESTE,325,SANTOS,SANTOS,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,COM INTERDIÇÃO,"FAIXA 2, ACOSTAMENTO"
L22-ECOVIAS IMIGRANTES,SP055,"257,000",LESTE,328,SANTOS,SANTOS,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L22-ECOVIAS IMIGRANTES,SP150,"59,000",SUL,403,SANTOS,CUBATAO,ALAGAMENTO,2016-10-29 00:00:00,2016-10-29 00:00:00,COM INTERDIÇÃO,FAIXA 1
L08-CENTROVIAS,SP225,"157,990",LESTE,3013,BAURU,DOIS CORREGOS,EROSÃO,2016-10-28 00:00:00,2016-10-28 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L08-CENTROVIAS,SP225,"146,650",LESTE,3066,CAMPINAS,BROTAS,QUEDA DE TALUDE,2016-10-28 00:00:00,2016-10-28 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L09-TRIÂNGULO,SP326,"319,180",NORTE,3714,CENTRAL,SANTA ERNESTINA,EROSÃO,2016-10-28 00:00:00,2016-10-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA594/300,"1,800",NORTE,75,ARAÇATUBA,LAVINIA,EROSÃO,2016-10-28 00:00:00,2016-10-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SPA153/308,"1,100",LESTE,43,REG. METROPOLITANA SÃO PAULO,SAO PAULO,EROSÃO,2016-10-28 00:00:00,2016-10-28 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP330,"138,500",NORTE,113,CAMPINAS,LIMEIRA,QUEDA DE TALUDE,2016-10-27 00:00:00,2016-10-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"87,000",NORTE,213,CAMPINAS,CAMPINAS,QUEDA DE TALUDE,2016-10-27 00:00:00,2016-10-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP147,"82,400",LESTE,3958,CAMPINAS,ENGENHEIRO COELHO,ALAGAMENTO,2016-10-27 00:00:00,2016-10-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"146,700",LESTE,4027,CENTRAL,SAO CARLOS,EROSÃO,2016-10-27 00:00:00,2016-10-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP360,"66,000",NORTE,117,CAMPINAS,JUNDIAI,ALAGAMENTO,2016-10-27 00:00:00,2016-10-27 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L07-ROTA,SP063,"10,100",OESTE,194,CAMPINAS,ITATIBA,QUEDA DE TALUDE,2016-10-27 00:00:00,2016-10-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"125,560",LESTE,2922,CAMPINAS,BROTAS,EROSÃO,2016-10-27 00:00:00,2016-10-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP310,"222,830",NORTE,2973,CENTRAL,SAO CARLOS,EROSÃO,2016-10-27 00:00:00,2016-10-27 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, CANTEIRO LATERAL"
L09-TRIÂNGULO,SP310,"362,000",SUL,3540,SÃO JOSÉ DO RIO PRETO,SANTA ADELIA,EROSÃO,2016-10-27 00:00:00,2016-10-27 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"643,500",LESTE,101,ARAÇATUBA,ANDRADINA,ALAGAMENTO,2016-10-27 00:00:00,2016-10-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP348,"59,000",SUL,118,CAMPINAS,JUNDIAI,EROSÃO,2016-10-26 00:00:00,2016-10-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP348,"50,000",SUL,154,CAMPINAS,JUNDIAI,EROSÃO,2016-10-26 00:00:00,2016-10-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP147,"84,000",LESTE,3870,CAMPINAS,ENGENHEIRO COELHO,ALAGAMENTO,2016-10-26 00:00:00,2016-10-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP147,"103,000",LESTE,3880,CAMPINAS,LIMEIRA,ALAGAMENTO,2016-10-26 00:00:00,2016-10-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L06-INTERVIAS,SP147,"98,000",LESTE,3885,CAMPINAS,LIMEIRA,ALAGAMENTO,2016-10-26 00:00:00,2016-10-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP332,"150,000",NORTE,202,CAMPINAS,ARTUR NOGUEIRA,ALAGAMENTO,2016-10-26 00:00:00,2016-10-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP310,"226,900",NORTE,2834,CENTRAL,SAO CARLOS,EROSÃO,2016-10-26 00:00:00,2016-10-26 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L09-TRIÂNGULO,SP310,"246,000",SUL,3424,CENTRAL,IBATE,ALAGAMENTO,2016-10-26 00:00:00,2016-10-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"378,950",LESTE,164,BAURU,AVAI,EROSÃO,2016-10-26 00:00:00,2016-10-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"527,500",LESTE,193,ARAÇATUBA,ARACATUBA,ALAGAMENTO,2016-10-26 00:00:00,2016-10-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"174,700",LESTE,56,SOROCABA,BOFETE,EROSÃO,2016-10-26 00:00:00,2016-10-27 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L21-TIETÊ,SP300,"179,000",OESTE,185,SOROCABA,LARANJAL PAULISTA,ALAGAMENTO,2016-10-26 00:00:00,2016-10-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"68,100",NORTE,36,CAMPINAS,ATIBAIA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"50,500",SUL,47,CAMPINAS,NAZARE PAULISTA,QUEDA DE TALUDE,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"97,000",SUL,74,CAMPINAS,ITATIBA,EROSÃO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"53,500",SUL,77,CAMPINAS,NAZARE PAULISTA,QUEDA DE TALUDE,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"104,100",SUL,115,CAMPINAS,ITATIBA,EROSÃO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L08-CENTROVIAS,SP225,"132,350",OESTE,2649,CAMPINAS,BROTAS,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"146,800",LESTE,2668,CAMPINAS,BROTAS,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,"FAIXA 2, ACOSTAMENTO"
L11-RENOVIAS,SP340,"226,100",SUL,14,CAMPINAS,CASA BRANCA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"425,330",OESTE,151,MARÍLIA,PALMITAL,EROSÃO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"594,800",LESTE,45,ARAÇATUBA,LAVINIA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L19-VIARONDON,SP300,"556,000",OESTE,54,ARAÇATUBA,GUARARAPES,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA601/300,"4,300",NORTE,59,ARAÇATUBA,MIRANDOPOLIS,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"518,100",OESTE,68,ARAÇATUBA,BIRIGUI,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"644,000",OESTE,70,ARAÇATUBA,ANDRADINA,QUEDA DE TALUDE,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA594/300,"3,500",SUL,71,ARAÇATUBA,LAVINIA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SPA594/300,"2,400",NORTE,77,ARAÇATUBA,LAVINIA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SPA624/300,"2,500",NORTE,90,ARAÇATUBA,MURUTINGA DO SUL,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SPA594/300,"0,100",NORTE,95,ARAÇATUBA,LAVINIA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SPA615/300,"1,300",NORTE,102,ARAÇATUBA,GUARACAI,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"590,200",OESTE,117,ARAÇATUBA,LAVINIA,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"536,000",LESTE,153,ARAÇATUBA,ARACATUBA,EROSÃO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"601,000",LESTE,155,ARAÇATUBA,MIRANDOPOLIS,EROSÃO,2016-10-25 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"3,050",OESTE,11,CAMPINAS,CAMPINAS,ALAGAMENTO,2016-10-25 00:00:00,2016-10-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP330,"106,000",SUL,464,CAMPINAS,SUMARE,ALAGAMENTO,2016-10-24 00:00:00,2016-10-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"135,000",NORTE,517,CAMPINAS,LIMEIRA,ALAGAMENTO,2016-10-24 00:00:00,2016-10-24 00:00:00,SEM INTERDIÇÃO,NENHUM
