CONCESSIONÁRIA,RODOVIA,KM,SENTIDO,OC,REGIÃO ADMINISTRATIVA,MUNICÍPIO,EVENTO,DATA INICIAL,DATA RECUPERAÇÃO,CONDIÇÃO,LOCAIS INTERDITADOS
L07-ROTA,SP332,"152,600",NORTE,192,CAMPINAS,ARTUR NOGUEIRA,EROSÃO,2016-12-03 00:00:00,2016-12-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP332,"152,700",NORTE,198,CAMPINAS,ARTUR NOGUEIRA,EROSÃO,2016-12-03 00:00:00,2016-12-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"532,100",OESTE,94,PRESIDENTE PRUDENTE,MARTINOPOLIS,QUEDA DE TALUDE,2016-12-03 00:00:00,2016-12-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"444,640",LESTE,138,MARÍLIA,ASSIS,ALAGAMENTO,2016-12-03 00:00:00,2016-12-04 00:00:00,COM INTERDIÇÃO,"FAIXA 2, ACOSTAMENTO"
L16-CART,SP270,"430,931",LESTE,147,MARÍLIA,CANDIDO MOTA,ALAGAMENTO,2016-12-03 00:00:00,2016-12-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"426,400",OESTE,150,MARÍLIA,PALMITAL,ALAGAMENTO,2016-12-03 00:00:00,2016-12-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA476/300,"8,300",SUL,71,ARAÇATUBA,AVANHANDAVA,ALAGAMENTO,2016-12-03 00:00:00,2016-12-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"62,500",OESTE,264,CAMPINAS,CASA BRANCA,EROSÃO,2016-12-02 00:00:00,2016-12-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"41,400",SUL,22,CAMPINAS,NAZARE PAULISTA,EROSÃO,2016-12-02 00:00:00,2016-12-02 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP065,"15,300",NORTE,179,SÃO JOSÉ DOS CAMPOS,JACAREI,EROSÃO,2016-12-02 00:00:00,2016-12-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L10-AUTOVIAS,SP334,"400,800",NORTE,221,FRANCA,FRANCA,ALAGAMENTO,2016-12-02 00:00:00,2016-12-02 00:00:00,COM INTERDIÇÃO,FAIXA 1
L13-COLINAS,SP280,"122,000",LESTE,10,SOROCABA,BOITUVA,QUEDA DE TALUDE,2016-12-02 00:00:00,2016-12-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"522,500",OESTE,159,PRESIDENTE PRUDENTE,RANCHARIA,ALAGAMENTO,2016-12-02 00:00:00,2016-12-02 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO"
L19-VIARONDON,SP300,"446,900",OESTE,35,BAURU,LINS,EROSÃO,2016-12-02 00:00:00,2016-12-02 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L05-VIANORTE,SPA325/322,"7,000",LESTE,140,RIBEIRÃO PRETO,RIBEIRAO PRETO,ALAGAMENTO,2016-12-01 00:00:00,2016-12-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"56,200",SUL,108,CAMPINAS,NAZARE PAULISTA,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"168,460",OESTE,71,BAURU,JAU,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L09-TRIÂNGULO,SP310,"366,200",NORTE,30,SÃO JOSÉ DO RIO PRETO,PINDORAMA,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L12-VIAOESTE,SP270,"98,000",OESTE,280,SOROCABA,SOROCABA,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"473,000",LESTE,93,MARÍLIA,MARACAI,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP308,"152,500",NORTE,61,CAMPINAS,RIO DAS PEDRAS,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SPA251/300,"0,900",NORTE,128,SOROCABA,BOTUCATU,EROSÃO,2016-12-01 00:00:00,2016-12-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"105,000",SUL,76,SOROCABA,TATUI,QUEDA DE TALUDE,2016-11-30 00:00:00,2016-11-30 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"619,400",OESTE,94,ARAÇATUBA,GUARACAI,EROSÃO,2016-11-30 00:00:00,2016-11-30 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"61,600",LESTE,4629,CAMPINAS,CASA BRANCA,EROSÃO,2016-11-29 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"64,500",OESTE,23,SOROCABA,MAIRINQUE,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"64,600",OESTE,59,SOROCABA,MAIRINQUE,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"95,000",NORTE,59,SOROCABA,CERQUILHO,EROSÃO,2016-11-29 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"291,304",LESTE,160,MARÍLIA,ESPIRITO SANTO DO TURVO,EROSÃO,2016-11-29 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"282,110",OESTE,167,BAURU,PAULISTANIA,EROSÃO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L22-ECOVIAS IMIGRANTES,SP150,"20,000",SUL,17,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,QUEDA DE TALUDE,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,"FAIXA 4, ACOSTAMENTO"
L22-ECOVIAS IMIGRANTES,SP150,"19,000",SUL,21,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L22-ECOVIAS IMIGRANTES,SP150,"18,000",SUL,23,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"252,500",LESTE,24,SANTOS,SANTOS,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO"
L22-ECOVIAS IMIGRANTES,SP150,"13,000",SUL,25,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L22-ECOVIAS IMIGRANTES,SP150,"13,000",NORTE,30,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,FAIXA 1
L22-ECOVIAS IMIGRANTES,SP150,"56,000",NORTE,31,SANTOS,CUBATAO,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,FAIXA 1
L22-ECOVIAS IMIGRANTES,SP055,"251,000",OESTE,50,SANTOS,SANTOS,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L23-LESTE PAULISTA,SP070,"17,000",LESTE,57,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-29 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,FAIXA 3
L01-AUTOBAN,SP330,"88,000",NORTE,468,CAMPINAS,CAMPINAS,EROSÃO,2016-11-28 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP360,"63,100",SUL,138,CAMPINAS,JUNDIAI,EROSÃO,2016-11-28 00:00:00,2016-11-29 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP360,"63,100",SUL,211,CAMPINAS,JUNDIAI,EROSÃO,2016-11-28 00:00:00,2016-11-29 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"234,000",OESTE,3157,BAURU,BAURU,EROSÃO,2016-11-28 00:00:00,2016-11-28 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L20-SPVIAS,SP280,"256,900",OESTE,43,SOROCABA,AVARE,EROSÃO,2016-11-28 00:00:00,2016-11-28 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L20-SPVIAS,SP280,"175,100",OESTE,150,SOROCABA,BOFETE,EROSÃO,2016-11-28 00:00:00,2016-11-28 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP300,"215,400",OESTE,99,SOROCABA,BOFETE,EROSÃO,2016-11-28 00:00:00,2016-11-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"50,250",NORTE,109,SÃO JOSÉ DOS CAMPOS,PARAIBUNA,QUEDA DE TALUDE,2016-11-28 00:00:00,2016-11-28 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP065,"62,000",SUL,138,CAMPINAS,BOM JESUS DOS PERDOES,ALAGAMENTO,2016-11-27 00:00:00,2016-11-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"64,000",SUL,140,CAMPINAS,BOM JESUS DOS PERDOES,ALAGAMENTO,2016-11-27 00:00:00,2016-11-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"62,000",SUL,152,CAMPINAS,BOM JESUS DOS PERDOES,ALAGAMENTO,2016-11-27 00:00:00,2016-11-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"153,700",OESTE,39,SOROCABA,ITAPETININGA,QUEDA DE TALUDE,2016-11-27 00:00:00,2016-11-27 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L06-INTERVIAS,SP147,"135,400",OESTE,4023,CAMPINAS,PIRACICABA,QUEDA DE TALUDE,2016-11-26 00:00:00,2016-11-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L05-VIANORTE,SPA325/322,"8,000",LESTE,2734,RIBEIRÃO PRETO,RIBEIRAO PRETO,ALAGAMENTO,2016-11-25 00:00:00,2016-11-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP075,"22,700",NORTE,10,SOROCABA,ITU,EROSÃO,2016-11-25 00:00:00,2016-11-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L13-COLINAS,SP075,"54,400",SUL,78,CAMPINAS,INDAIATUBA,EROSÃO,2016-11-25 00:00:00,2016-11-25 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L01-AUTOBAN,SP348,"94,300",NORTE,174,CAMPINAS,CAMPINAS,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"137,750",LESTE,3679,CENTRAL,SAO CARLOS,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP147,"98,500",OESTE,3718,CAMPINAS,LIMEIRA,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SPM270D,"99,000",OESTE,128,SOROCABA,SOROCABA,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SPM270E,"99,000",LESTE,129,SOROCABA,SOROCABA,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"129,000",LESTE,101,SOROCABA,ARACOIABA DA SERRA,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"53,600",LESTE,27,CAMPINAS,RAFARD,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP300,"226,900",OESTE,46,SOROCABA,ANHEMBI,QUEDA DE TALUDE,2016-11-24 00:00:00,2016-11-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"236,000",LESTE,62,SOROCABA,BOTUCATU,EROSÃO,2016-11-24 00:00:00,2016-11-24 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L06-INTERVIAS,SP215,"96,200",OESTE,3493,CENTRAL,PORTO FERREIRA,EROSÃO,2016-11-23 00:00:00,2016-11-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP360,"68,000",NORTE,156,CAMPINAS,JUNDIAI,ALAGAMENTO,2016-11-23 00:00:00,2016-11-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"607,000",OESTE,173,PRESIDENTE PRUDENTE,SANTO ANASTACIO,EROSÃO,2016-11-23 00:00:00,2016-11-23 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L24-RODOANEL,SP021,"18,000",INTERNO,161,REG. METROPOLITANA SÃO PAULO,CARAPICUIBA,ALAGAMENTO,2016-11-23 00:00:00,2016-11-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"79,300",NORTE,29,CAMPINAS,ATIBAIA,EROSÃO,2016-11-22 00:00:00,2016-11-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SPA067/360,"2,000",SUL,53,CAMPINAS,JUNDIAI,QUEDA DE TALUDE,2016-11-22 00:00:00,2016-11-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"216,000",OESTE,144,SOROCABA,ITATINGA,ALAGAMENTO,2016-11-22 00:00:00,2016-11-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"249,000",OESTE,77,SOROCABA,BOTUCATU,EROSÃO,2016-11-22 00:00:00,2016-11-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"290,900",OESTE,84,BAURU,LENCOIS PAULISTA,EROSÃO,2016-11-22 00:00:00,2016-11-22 00:00:00,COM INTERDIÇÃO,FAIXA 1
L21-TIETÊ,SP300,"274,500",LESTE,130,SOROCABA,SAO MANUEL,ALAGAMENTO,2016-11-22 00:00:00,2016-11-22 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP332,"148,000",SUL,255,CAMPINAS,COSMOPOLIS,EROSÃO,2016-11-21 00:00:00,2016-11-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SPM280D,"22,000",OESTE,240,REG. METROPOLITANA SÃO PAULO,BARUERI,EROSÃO,2016-11-21 00:00:00,2016-11-21 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L12-VIAOESTE,SPM280E,"18,500",LESTE,256,REG. METROPOLITANA SÃO PAULO,OSASCO,EROSÃO,2016-11-21 00:00:00,2016-11-24 00:00:00,COM INTERDIÇÃO,"FAIXA 5, ACOSTAMENTO, CANTEIRO LATERAL"
L19-VIARONDON,SP300,"632,000",LESTE,65,ARAÇATUBA,ANDRADINA,EROSÃO,2016-11-21 00:00:00,2016-11-21 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"616,100",OESTE,72,ARAÇATUBA,GUARACAI,EROSÃO,2016-11-21 00:00:00,2016-11-21 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"590,000",LESTE,162,ARAÇATUBA,LAVINIA,EROSÃO,2016-11-21 00:00:00,2016-11-21 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L20-SPVIAS,SP270,"132,300",OESTE,70,SOROCABA,CAPELA DO ALTO,EROSÃO,2016-11-21 00:00:00,2016-11-21 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L06-INTERVIAS,SP147,"80,200",OESTE,2962,CAMPINAS,ENGENHEIRO COELHO,EROSÃO,2016-11-20 00:00:00,2016-11-20 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"454,300",SUL,2515,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2016-11-20 00:00:00,2016-11-20 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP147,"80,200",OESTE,2830,CAMPINAS,ENGENHEIRO COELHO,EROSÃO,2016-11-19 00:00:00,2016-11-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"94,500",LESTE,2872,CENTRAL,PORTO FERREIRA,EROSÃO,2016-11-19 00:00:00,2016-11-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA476/300,"8,100",NORTE,45,ARAÇATUBA,AVANHANDAVA,EROSÃO,2016-11-19 00:00:00,2016-11-19 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SPA561/300,"1,800",SUL,83,ARAÇATUBA,GUARARAPES,EROSÃO,2016-11-19 00:00:00,2016-11-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"451,100",OESTE,94,BAURU,GUAICARA,EROSÃO,2016-11-19 00:00:00,2016-11-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"501,350",OESTE,43,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2016-11-18 00:00:00,2016-11-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"502,800",LESTE,50,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2016-11-18 00:00:00,2016-11-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"469,000",LESTE,61,MARÍLIA,MARACAI,EROSÃO,2016-11-18 00:00:00,2016-11-18 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SPA624/300,"0,100",NORTE,24,ARAÇATUBA,MURUTINGA DO SUL,EROSÃO,2016-11-18 00:00:00,2016-11-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L05-VIANORTE,SP322,"367,700",OESTE,1802,RIBEIRÃO PRETO,PITANGUEIRAS,EROSÃO,2016-11-17 00:00:00,2016-11-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP326,"313,100",SUL,2145,CENTRAL,DOBRADA,EROSÃO,2016-11-17 00:00:00,2016-11-17 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP225,"275,500",LESTE,56,BAURU,PAULISTANIA,EROSÃO,2016-11-17 00:00:00,2016-11-17 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP225,"269,100",LESTE,115,BAURU,CABRALIA PAULISTA,EROSÃO,2016-11-17 00:00:00,2016-11-17 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SPA460/300,"5,650",SUL,71,BAURU,PROMISSAO,EROSÃO,2016-11-17 00:00:00,2016-11-17 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L21-TIETÊ,SPI162/308,"2,900",SUL,51,CAMPINAS,PIRACICABA,EROSÃO,2016-11-17 00:00:00,2016-11-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"29,600",NORTE,82,SÃO JOSÉ DOS CAMPOS,PARAIBUNA,QUEDA DE TALUDE,2016-11-17 00:00:00,2016-11-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"64,800",OESTE,461,SOROCABA,MAIRINQUE,ALAGAMENTO,2016-11-16 00:00:00,2016-11-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"227,100",OESTE,152,SOROCABA,ANHEMBI,ALAGAMENTO,2016-11-16 00:00:00,2016-11-16 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L22-ECOVIAS IMIGRANTES,SP150,"56,000",NORTE,489,SANTOS,CUBATAO,ALAGAMENTO,2016-11-16 00:00:00,2016-11-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SP070,"26,000",OESTE,400,REG. METROPOLITANA SÃO PAULO,GUARULHOS,ALAGAMENTO,2016-11-16 00:00:00,2016-11-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SP070,"17,000",LESTE,409,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2016-11-16 00:00:00,2016-11-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA601/300,"0,200",NORTE,43,ARAÇATUBA,MIRANDOPOLIS,EROSÃO,2016-11-15 00:00:00,2016-11-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"496,900",LESTE,46,ARAÇATUBA,GLICERIO,ALAGAMENTO,2016-11-15 00:00:00,2016-11-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"45,000",NORTE,211,SANTOS,CUBATAO,QUEDA DE TALUDE,2016-11-15 00:00:00,2016-11-15 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L06-INTERVIAS,SP215,"131,100",OESTE,1923,CENTRAL,DESCALVADO,QUEDA DE TALUDE,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"106,000",OESTE,1956,CENTRAL,DESCALVADO,EROSÃO,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"70,000",NORTE,56,CAMPINAS,ATIBAIA,ALAGAMENTO,2016-11-14 00:00:00,2016-11-14 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO"
L12-VIAOESTE,SP280,"28,500",LESTE,182,REG. METROPOLITANA SÃO PAULO,BARUERI,QUEDA DE TALUDE,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"501,550",LESTE,62,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2016-11-14 00:00:00,2016-11-14 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"491,300",LESTE,17,ARAÇATUBA,PENAPOLIS,ALAGAMENTO,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"602,300",LESTE,108,ARAÇATUBA,MIRANDOPOLIS,EROSÃO,2016-11-14 00:00:00,2016-11-14 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L20-SPVIAS,SP270,"134,500",OESTE,50,SOROCABA,SARAPUI,EROSÃO,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"75,100",SUL,7,SÃO JOSÉ DOS CAMPOS,CARAGUATATUBA,QUEDA DE TALUDE,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"79,500",SUL,75,SÃO JOSÉ DOS CAMPOS,CARAGUATATUBA,QUEDA DE TALUDE,2016-11-14 00:00:00,2016-11-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"79,500",SUL,99,SÃO JOSÉ DOS CAMPOS,CARAGUATATUBA,QUEDA DE TALUDE,2016-11-14 00:00:00,2016-11-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"80,100",OESTE,1869,CAMPINAS,SANTA CRUZ DAS PALMEIRAS,ALAGAMENTO,2016-11-13 00:00:00,2016-11-13 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L12-VIAOESTE,SP280,"51,100",OESTE,177,SOROCABA,ARACARIGUAMA,EROSÃO,2016-11-13 00:00:00,2016-11-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"8,500",SUL,54,CAMPINAS,RIO CLARO,ALAGAMENTO,2016-11-13 00:00:00,2016-11-13 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"592,000",LESTE,65,ARAÇATUBA,LAVINIA,EROSÃO,2016-11-13 00:00:00,2016-11-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP127,"200,000",NORTE,43,ITAPEVA,CAPAO BONITO,EROSÃO,2016-11-13 00:00:00,2016-11-13 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L21-TIETÊ,SP300,"239,100",OESTE,1,SOROCABA,BOTUCATU,QUEDA DE TALUDE,2016-11-13 00:00:00,2016-11-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"49,100",NORTE,233,SANTOS,CUBATAO,QUEDA DE TALUDE,2016-11-13 00:00:00,2016-11-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP160,"40,800",SUL,420,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2016-11-13 00:00:00,2016-11-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"47,000",SUL,432,SANTOS,CUBATAO,QUEDA DE TALUDE,2016-11-13 00:00:00,2016-11-14 00:00:00,COM INTERDIÇÃO,FAIXA 1
L01-AUTOBAN,SP330,"55,700",SUL,108,CAMPINAS,JUNDIAI,EROSÃO,2016-11-12 00:00:00,2016-11-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"453,800",SUL,1499,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2016-11-12 00:00:00,2016-11-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP333,"119,000",LESTE,1584,RIBEIRÃO PRETO,JABOTICABAL,ALAGAMENTO,2016-11-12 00:00:00,2016-11-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"3,500",OESTE,1,CAMPINAS,CAMPINAS,ALAGAMENTO,2016-11-12 00:00:00,2016-11-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"53,800",LESTE,83,CAMPINAS,RAFARD,EROSÃO,2016-11-12 00:00:00,2016-11-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"57,500",SUL,200,SANTOS,CUBATAO,ALAGAMENTO,2016-11-12 00:00:00,2016-11-12 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
